fil_lokasjon,navn,kjønn,bilde_år,kjendis_id
3916\nm0000147_rm2819794688_1960-9-10_2007.jpg,Colin Firth,mann,2007,3916
3916\nm0000147_rm3021772800_1960-9-10_2007.jpg,Colin Firth,mann,2007,3916
3916\nm0000147_rm3070885632_1960-9-10_2015.jpg,Colin Firth,mann,2015,3916
3916\nm0000147_rm31299584_1960-9-10_2008.jpg,Colin Firth,mann,2008,3916
3916\nm0000147_rm3343709696_1960-9-10_2014.jpg,Colin Firth,mann,2014,3916
3916\nm0000147_rm3392667392_1960-9-10_2015.jpg,Colin Firth,mann,2015,3916
3916\nm0000147_rm3415727616_1960-9-10_2013.jpg,Colin Firth,mann,2013,3916
3916\nm0000147_rm3490875136_1960-9-10_2010.jpg,Colin Firth,mann,2010,3916
3916\nm0000147_rm3524823552_1960-9-10_2008.jpg,Colin Firth,mann,2008,3916
3916\nm0000147_rm3587804672_1960-9-10_2009.jpg,Colin Firth,mann,2009,3916
3916\nm0000147_rm3896553216_1960-9-10_2012.jpg,Colin Firth,mann,2012,3916
3916\nm0000147_rm3980439296_1960-9-10_2012.jpg,Colin Firth,mann,2012,3916
3916\nm0000147_rm4064325376_1960-9-10_2012.jpg,Colin Firth,mann,2012,3916
3916\nm0000147_rm747481344_1960-9-10_2012.jpg,Colin Firth,mann,2012,3916
7371\nm0000148_rm1210486528_1942-7-13_1977.jpg,Harrison Ford,mann,1977,7371
7371\nm0000148_rm1446104064_1942-7-13_1993.jpg,Harrison Ford,mann,1993,7371
7371\nm0000148_rm1462881280_1942-7-13_1993.jpg,Harrison Ford,mann,1993,7371
7371\nm0000148_rm1513459200_1942-7-13_1985.jpg,Harrison Ford,mann,1985,7371
7371\nm0000148_rm1764858368_1942-7-13_2002.jpg,Harrison Ford,mann,2002,7371
7371\nm0000148_rm1781635584_1942-7-13_2002.jpg,Harrison Ford,mann,2002,7371
7371\nm0000148_rm1787214592_1942-7-13_2010.jpg,Harrison Ford,mann,2010,7371
7371\nm0000148_rm1798412800_1942-7-13_2002.jpg,Harrison Ford,mann,2002,7371
7371\nm0000148_rm1956877824_1942-7-13_2008.jpg,Harrison Ford,mann,2008,7371
7371\nm0000148_rm2030763776_1942-7-13_2015.jpg,Harrison Ford,mann,2015,7371
7371\nm0000148_rm2154732288_1942-7-13_2000.jpg,Harrison Ford,mann,2000,7371
7371\nm0000148_rm2171509504_1942-7-13_2000.jpg,Harrison Ford,mann,2000,7371
7371\nm0000148_rm2188286720_1942-7-13_2000.jpg,Harrison Ford,mann,2000,7371
7371\nm0000148_rm2247724800_1942-7-13_2010.jpg,Harrison Ford,mann,2010,7371
7371\nm0000148_rm2735767552_1942-7-13_1993.jpg,Harrison Ford,mann,1993,7371
7371\nm0000148_rm3000801280_1942-7-13_2002.jpg,Harrison Ford,mann,2002,7371
7371\nm0000148_rm3183401984_1942-7-13_2013.jpg,Harrison Ford,mann,2013,7371
7371\nm0000148_rm3194788352_1942-7-13_2006.jpg,Harrison Ford,mann,2006,7371
7371\nm0000148_rm3664676608_1942-7-13_2010.jpg,Harrison Ford,mann,2010,7371
7371\nm0000148_rm4115503616_1942-7-13_2002.jpg,Harrison Ford,mann,2002,7371
7371\nm0000148_rm4132280832_1942-7-13_2002.jpg,Harrison Ford,mann,2002,7371
7371\nm0000148_rm4149058048_1942-7-13_2002.jpg,Harrison Ford,mann,2002,7371
7371\nm0000148_rm4187077120_1942-7-13_1991.jpg,Harrison Ford,mann,1991,7371
7371\nm0000148_rm456309504_1942-7-13_1984.jpg,Harrison Ford,mann,1984,7371
7371\nm0000148_rm752129792_1942-7-13_2008.jpg,Harrison Ford,mann,2008,7371
7371\nm0000148_rm768907008_1942-7-13_2008.jpg,Harrison Ford,mann,2008,7371
7371\nm0000148_rm862947072_1942-7-13_2010.jpg,Harrison Ford,mann,2010,7371
7371\nm0000148_rm879724288_1942-7-13_2010.jpg,Harrison Ford,mann,2010,7371
9306\nm0000149_rm1011849984_1962-11-19_2002.jpg,Jodie Foster,dame,2002,9306
9306\nm0000149_rm1028627200_1962-11-19_2002.jpg,Jodie Foster,dame,2002,9306
9306\nm0000149_rm1045404416_1962-11-19_2002.jpg,Jodie Foster,dame,2002,9306
9306\nm0000149_rm1252232960_1962-11-19_2010.jpg,Jodie Foster,dame,2010,9306
9306\nm0000149_rm1604554496_1962-11-19_2010.jpg,Jodie Foster,dame,2010,9306
9306\nm0000149_rm176666880_1962-11-19_2011.jpg,Jodie Foster,dame,2011,9306
9306\nm0000149_rm1940098816_1962-11-19_2010.jpg,Jodie Foster,dame,2010,9306
9306\nm0000149_rm200121088_1962-11-19_2002.jpg,Jodie Foster,dame,2002,9306
9306\nm0000149_rm216898304_1962-11-19_2002.jpg,Jodie Foster,dame,2002,9306
9306\nm0000149_rm2262280960_1962-11-19_2013.jpg,Jodie Foster,dame,2013,9306
9306\nm0000149_rm2330170368_1962-11-19_2008.jpg,Jodie Foster,dame,2008,9306
9306\nm0000149_rm2337441024_1962-11-19_1980.jpg,Jodie Foster,dame,1980,9306
9306\nm0000149_rm2346947584_1962-11-19_2008.jpg,Jodie Foster,dame,2008,9306
9306\nm0000149_rm2380502016_1962-11-19_2008.jpg,Jodie Foster,dame,2008,9306
9306\nm0000149_rm2414056448_1962-11-19_2008.jpg,Jodie Foster,dame,2008,9306
9306\nm0000149_rm2510981888_1962-11-19_2008.jpg,Jodie Foster,dame,2008,9306
9306\nm0000149_rm2558761216_1962-11-19_2006.jpg,Jodie Foster,dame,2006,9306
9306\nm0000149_rm2577967872_1962-11-19_2013.jpg,Jodie Foster,dame,2013,9306
9306\nm0000149_rm2696714240_1962-11-19_2006.jpg,Jodie Foster,dame,2006,9306
9306\nm0000149_rm2712123648_1962-11-19_2011.jpg,Jodie Foster,dame,2011,9306
9306\nm0000149_rm2770639360_1962-11-19_1996.jpg,Jodie Foster,dame,1996,9306
9306\nm0000149_rm2871636736_1962-11-19_2011.jpg,Jodie Foster,dame,2011,9306
9306\nm0000149_rm2948372480_1962-11-19_2006.jpg,Jodie Foster,dame,2006,9306
9306\nm0000149_rm3865811712_1962-11-19_2007.jpg,Jodie Foster,dame,2007,9306
9306\nm0000149_rm564301056_1962-11-19_2007.jpg,Jodie Foster,dame,2007,9306
9306\nm0000149_rm664964352_1962-11-19_2007.jpg,Jodie Foster,dame,2007,9306
9306\nm0000149_rm685480704_1962-11-19_2007.jpg,Jodie Foster,dame,2007,9306
9306\nm0000149_rm747543296_1962-11-19_2007.jpg,Jodie Foster,dame,2007,9306
9306\nm0000149_rm814717696_1962-11-19_2007.jpg,Jodie Foster,dame,2007,9306
9306\nm0000149_rm937138944_1962-11-19_2007.jpg,Jodie Foster,dame,2007,9306
9306\nm0000149_rm995072768_1962-11-19_2002.jpg,Jodie Foster,dame,2002,9306
13596\nm0000150_rm1464371456_1961-6-9_2009.jpg,Michael J. Fox,mann,2009,13596
13596\nm0000150_rm1594730752_1961-6-9_2012.jpg,Michael J. Fox,mann,2012,13596
13596\nm0000150_rm1613073920_1961-6-9_1993.jpg,Michael J. Fox,mann,1993,13596
13596\nm0000150_rm3715811328_1961-6-9_1982.jpg,Michael J. Fox,mann,1982,13596
13596\nm0000150_rm3979841024_1961-6-9_1989.jpg,Michael J. Fox,mann,1989,13596
13596\nm0000150_rm4103462400_1961-6-9_2013.jpg,Michael J. Fox,mann,2013,13596
13596\nm0000150_rm8887040_1961-6-9_2001.jpg,Michael J. Fox,mann,2001,13596
14122\nm0000151_rm2733935616_1937-6-1_2004.jpg,Morgan Freeman,mann,2004,14122
14122\nm0000151_rm3918701056_1937-6-1_1997.jpg,Morgan Freeman,mann,1997,14122
14122\nm0000151_rm4030323968_1937-6-1_2013.jpg,Morgan Freeman,mann,2013,14122
13320\nm0000154_rm1346696960_1956-1-3_1979.jpg,Mel Gibson,mann,1979,13320
13320\nm0000154_rm1923321600_1956-1-3_2010.jpg,Mel Gibson,mann,2010,13320
13320\nm0000154_rm2057539328_1956-1-3_2010.jpg,Mel Gibson,mann,2010,13320
13320\nm0000154_rm2233568256_1956-1-3_2006.jpg,Mel Gibson,mann,2006,13320
13320\nm0000154_rm252743168_1956-1-3_1990.jpg,Mel Gibson,mann,1990,13320
13320\nm0000154_rm2715258112_1956-1-3_2000.jpg,Mel Gibson,mann,2000,13320
13320\nm0000154_rm2820250112_1956-1-3_2000.jpg,Mel Gibson,mann,2000,13320
13320\nm0000154_rm2870581760_1956-1-3_2000.jpg,Mel Gibson,mann,2000,13320
13320\nm0000154_rm2874603264_1956-1-3_2015.jpg,Mel Gibson,mann,2015,13320
13320\nm0000154_rm2887358976_1956-1-3_2000.jpg,Mel Gibson,mann,2000,13320
13320\nm0000154_rm3135934208_1956-1-3_2010.jpg,Mel Gibson,mann,2010,13320
13320\nm0000154_rm3159815936_1956-1-3_2015.jpg,Mel Gibson,mann,2015,13320
13320\nm0000154_rm3255623424_1956-1-3_2013.jpg,Mel Gibson,mann,2013,13320
13320\nm0000154_rm3261446656_1956-1-3_1979.jpg,Mel Gibson,mann,1979,13320
13320\nm0000154_rm3357052416_1956-1-3_1990.jpg,Mel Gibson,mann,1990,13320
13320\nm0000154_rm3524824576_1956-1-3_1990.jpg,Mel Gibson,mann,1990,13320
13320\nm0000154_rm3591933440_1956-1-3_1990.jpg,Mel Gibson,mann,1990,13320
13320\nm0000154_rm3657603840_1956-1-3_2000.jpg,Mel Gibson,mann,2000,13320
13320\nm0000154_rm3821770752_1956-1-3_2006.jpg,Mel Gibson,mann,2006,13320
13320\nm0000154_rm3838547968_1956-1-3_2006.jpg,Mel Gibson,mann,2006,13320
13320\nm0000154_rm413505536_1956-1-3_1998.jpg,Mel Gibson,mann,1998,13320
13320\nm0000154_rm4211841792_1956-1-3_2007.jpg,Mel Gibson,mann,2007,13320
13320\nm0000154_rm430282752_1956-1-3_1998.jpg,Mel Gibson,mann,1998,13320
13320\nm0000154_rm442669824_1956-1-3_2002.jpg,Mel Gibson,mann,2002,13320
13320\nm0000154_rm459447040_1956-1-3_2002.jpg,Mel Gibson,mann,2002,13320
13320\nm0000154_rm553884416_1956-1-3_2000.jpg,Mel Gibson,mann,2000,13320
13320\nm0000154_rm56006912_1956-1-3_2006.jpg,Mel Gibson,mann,2006,13320
13320\nm0000154_rm570661632_1956-1-3_2000.jpg,Mel Gibson,mann,2000,13320
13320\nm0000154_rm587438848_1956-1-3_2000.jpg,Mel Gibson,mann,2000,13320
13320\nm0000154_rm637770496_1956-1-3_2000.jpg,Mel Gibson,mann,2000,13320
13320\nm0000154_rm6868480_1956-1-3_1992.jpg,Mel Gibson,mann,1992,13320
13320\nm0000154_rm771988224_1956-1-3_2000.jpg,Mel Gibson,mann,2000,13320
19102\nm0000158_rm109680640_1956-7-9_2002.jpg,Tom Hanks,mann,2002,19102
19102\nm0000158_rm1137088512_1956-7-9_2006.jpg,Tom Hanks,mann,2006,19102
19102\nm0000158_rm114593280_1956-7-9_2009.jpg,Tom Hanks,mann,2009,19102
19102\nm0000158_rm1432066816_1956-7-9_2007.jpg,Tom Hanks,mann,2007,19102
19102\nm0000158_rm1577355520_1956-7-9_2009.jpg,Tom Hanks,mann,2009,19102
19102\nm0000158_rm1829673728_1956-7-9_2004.jpg,Tom Hanks,mann,2004,19102
19102\nm0000158_rm210934528_1956-7-9_2004.jpg,Tom Hanks,mann,2004,19102
19102\nm0000158_rm2143132416_1956-7-9_2004.jpg,Tom Hanks,mann,2004,19102
19102\nm0000158_rm2204220928_1956-7-9_2011.jpg,Tom Hanks,mann,2011,19102
19102\nm0000158_rm2249173248_1956-7-9_2012.jpg,Tom Hanks,mann,2012,19102
19102\nm0000158_rm2414456832_1956-7-9_2011.jpg,Tom Hanks,mann,2011,19102
19102\nm0000158_rm2486343680_1956-7-9_1994.jpg,Tom Hanks,mann,1994,19102
19102\nm0000158_rm2496436224_1956-7-9_2008.jpg,Tom Hanks,mann,2008,19102
19102\nm0000158_rm2567739904_1956-7-9_2004.jpg,Tom Hanks,mann,2004,19102
19102\nm0000158_rm2584517120_1956-7-9_2004.jpg,Tom Hanks,mann,2004,19102
19102\nm0000158_rm2811144448_1956-7-9_2012.jpg,Tom Hanks,mann,2012,19102
19102\nm0000158_rm2819467520_1956-7-9_2012.jpg,Tom Hanks,mann,2012,19102
19102\nm0000158_rm2882837248_1956-7-9_2006.jpg,Tom Hanks,mann,2006,19102
19102\nm0000158_rm2891877888_1956-7-9_1984.jpg,Tom Hanks,mann,1984,19102
19102\nm0000158_rm2992750080_1956-7-9_2011.jpg,Tom Hanks,mann,2011,19102
19102\nm0000158_rm3236813824_1956-7-9_2013.jpg,Tom Hanks,mann,2013,19102
19102\nm0000158_rm3335166720_1956-7-9_2002.jpg,Tom Hanks,mann,2002,19102
19102\nm0000158_rm3351943936_1956-7-9_2002.jpg,Tom Hanks,mann,2002,19102
19102\nm0000158_rm3459488512_1956-7-9_2006.jpg,Tom Hanks,mann,2006,19102
19102\nm0000158_rm3494480384_1956-7-9_2009.jpg,Tom Hanks,mann,2009,19102
19102\nm0000158_rm3658390016_1956-7-9_2002.jpg,Tom Hanks,mann,2002,19102
19102\nm0000158_rm3839089920_1956-7-9_2013.jpg,Tom Hanks,mann,2013,19102
19102\nm0000158_rm3859585536_1956-7-9_2004.jpg,Tom Hanks,mann,2004,19102
19102\nm0000158_rm3876362752_1956-7-9_2004.jpg,Tom Hanks,mann,2004,19102
19102\nm0000158_rm389582336_1956-7-9_1993.jpg,Tom Hanks,mann,1993,19102
19102\nm0000158_rm3912929024_1956-7-9_2006.jpg,Tom Hanks,mann,2006,19102
19102\nm0000158_rm3972241408_1956-7-9_2002.jpg,Tom Hanks,mann,2002,19102
19102\nm0000158_rm4005795840_1956-7-9_2002.jpg,Tom Hanks,mann,2002,19102
19102\nm0000158_rm4291680512_1956-7-9_2012.jpg,Tom Hanks,mann,2012,19102
19102\nm0000158_rm953454080_1956-7-9_2009.jpg,Tom Hanks,mann,2009,19102
19102\nm0000158_rm982031104_1956-7-9_2007.jpg,Tom Hanks,mann,2007,19102
6127\nm0000160_rm1082700800_1970-11-6_2011.jpg,Ethan Hawke,mann,2011,6127
6127\nm0000160_rm1114348288_1970-11-6_1997.jpg,Ethan Hawke,mann,1997,6127
6127\nm0000160_rm1187628288_1970-11-6_2013.jpg,Ethan Hawke,mann,2013,6127
6127\nm0000160_rm1197579008_1970-11-6_2006.jpg,Ethan Hawke,mann,2006,6127
6127\nm0000160_rm1237959936_1970-11-6_2013.jpg,Ethan Hawke,mann,2013,6127
6127\nm0000160_rm1547432448_1970-11-6_2015.jpg,Ethan Hawke,mann,2015,6127
6127\nm0000160_rm1698361856_1970-11-6_2015.jpg,Ethan Hawke,mann,2015,6127
6127\nm0000160_rm1791020032_1970-11-6_1995.jpg,Ethan Hawke,mann,1995,6127
6127\nm0000160_rm1825217280_1970-11-6_2005.jpg,Ethan Hawke,mann,2005,6127
6127\nm0000160_rm1841994496_1970-11-6_2005.jpg,Ethan Hawke,mann,2005,6127
6127\nm0000160_rm189372928_1970-11-6_2001.jpg,Ethan Hawke,mann,2001,6127
6127\nm0000160_rm1959314688_1970-11-6_2014.jpg,Ethan Hawke,mann,2014,6127
6127\nm0000160_rm1976091904_1970-11-6_2014.jpg,Ethan Hawke,mann,2014,6127
6127\nm0000160_rm2060043520_1970-11-6_2013.jpg,Ethan Hawke,mann,2013,6127
6127\nm0000160_rm2110375168_1970-11-6_2013.jpg,Ethan Hawke,mann,2013,6127
6127\nm0000160_rm2121190912_1970-11-6_1995.jpg,Ethan Hawke,mann,1995,6127
6127\nm0000160_rm2143929600_1970-11-6_2013.jpg,Ethan Hawke,mann,2013,6127
6127\nm0000160_rm2387712512_1970-11-6_2007.jpg,Ethan Hawke,mann,2007,6127
6127\nm0000160_rm2401480704_1970-11-6_2004.jpg,Ethan Hawke,mann,2004,6127
6127\nm0000160_rm2446367488_1970-11-6_2006.jpg,Ethan Hawke,mann,2006,6127
6127\nm0000160_rm2520314368_1970-11-6_2015.jpg,Ethan Hawke,mann,2015,6127
6127\nm0000160_rm2559088640_1970-11-6_2001.jpg,Ethan Hawke,mann,2001,6127
6127\nm0000160_rm2974088960_1970-11-6_2014.jpg,Ethan Hawke,mann,2014,6127
6127\nm0000160_rm3361112320_1970-11-6_2010.jpg,Ethan Hawke,mann,2010,6127
6127\nm0000160_rm3409444608_1970-11-6_2015.jpg,Ethan Hawke,mann,2015,6127
6127\nm0000160_rm3420300800_1970-11-6_2013.jpg,Ethan Hawke,mann,2013,6127
6127\nm0000160_rm3644387840_1970-11-6_2015.jpg,Ethan Hawke,mann,2015,6127
6127\nm0000160_rm3676671488_1970-11-6_1991.jpg,Ethan Hawke,mann,1991,6127
6127\nm0000160_rm3850934272_1970-11-6_2001.jpg,Ethan Hawke,mann,2001,6127
6127\nm0000160_rm3867711488_1970-11-6_2001.jpg,Ethan Hawke,mann,2001,6127
6127\nm0000160_rm3884488704_1970-11-6_2001.jpg,Ethan Hawke,mann,2001,6127
6127\nm0000160_rm3948314880_1970-11-6_2010.jpg,Ethan Hawke,mann,2010,6127
6127\nm0000160_rm4152934912_1970-11-6_2013.jpg,Ethan Hawke,mann,2013,6127
6127\nm0000160_rm4250304768_1970-11-6_2010.jpg,Ethan Hawke,mann,2010,6127
6127\nm0000160_rm435525632_1970-11-6_2001.jpg,Ethan Hawke,mann,2001,6127
6127\nm0000160_rm469080064_1970-11-6_2001.jpg,Ethan Hawke,mann,2001,6127
6127\nm0000160_rm502634496_1970-11-6_2001.jpg,Ethan Hawke,mann,2001,6127
6127\nm0000160_rm56346368_1970-11-6_2014.jpg,Ethan Hawke,mann,2014,6127
6127\nm0000160_rm571142656_1970-11-6_2015.jpg,Ethan Hawke,mann,2015,6127
6127\nm0000160_rm692767232_1970-11-6_2014.jpg,Ethan Hawke,mann,2014,6127
6127\nm0000160_rm73123584_1970-11-6_2014.jpg,Ethan Hawke,mann,2014,6127
6127\nm0000160_rm842789376_1970-11-6_2015.jpg,Ethan Hawke,mann,2015,6127
17014\nm0000161_rm1073781504_1966-9-2_2006.jpg,Salma Hayek,dame,2006,17014
17014\nm0000161_rm1077411584_1966-9-2_2015.jpg,Salma Hayek,dame,2015,17014
17014\nm0000161_rm1087477760_1966-9-2_2005.jpg,Salma Hayek,dame,2005,17014
17014\nm0000161_rm1090558720_1966-9-2_2006.jpg,Salma Hayek,dame,2006,17014
17014\nm0000161_rm1288804352_1966-9-2_2005.jpg,Salma Hayek,dame,2005,17014
17014\nm0000161_rm1289727488_1966-9-2_2012.jpg,Salma Hayek,dame,2012,17014
17014\nm0000161_rm1517853184_1966-9-2_2003.jpg,Salma Hayek,dame,2003,17014
17014\nm0000161_rm1534630400_1966-9-2_2003.jpg,Salma Hayek,dame,2003,17014
17014\nm0000161_rm1624807424_1966-9-2_2006.jpg,Salma Hayek,dame,2006,17014
17014\nm0000161_rm1638111232_1966-9-2_2003.jpg,Salma Hayek,dame,2003,17014
17014\nm0000161_rm1641584640_1966-9-2_2006.jpg,Salma Hayek,dame,2006,17014
17014\nm0000161_rm1722128384_1966-9-2_1998.jpg,Salma Hayek,dame,1998,17014
17014\nm0000161_rm1747319040_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm1801558784_1966-9-2_2002.jpg,Salma Hayek,dame,2002,17014
17014\nm0000161_rm1818336000_1966-9-2_2002.jpg,Salma Hayek,dame,2002,17014
17014\nm0000161_rm1931868416_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm2035784448_1966-9-2_2000.jpg,Salma Hayek,dame,2000,17014
17014\nm0000161_rm2098067200_1966-9-2_2015.jpg,Salma Hayek,dame,2015,17014
17014\nm0000161_rm2099222272_1966-9-2_2008.jpg,Salma Hayek,dame,2008,17014
17014\nm0000161_rm2132776704_1966-9-2_2008.jpg,Salma Hayek,dame,2008,17014
17014\nm0000161_rm2176359168_1966-9-2_2003.jpg,Salma Hayek,dame,2003,17014
17014\nm0000161_rm2193136384_1966-9-2_2003.jpg,Salma Hayek,dame,2003,17014
17014\nm0000161_rm2324994816_1966-9-2_2005.jpg,Salma Hayek,dame,2005,17014
17014\nm0000161_rm2343213056_1966-9-2_1999.jpg,Salma Hayek,dame,1999,17014
17014\nm0000161_rm234671872_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm234861568_1966-9-2_2012.jpg,Salma Hayek,dame,2012,17014
17014\nm0000161_rm2352978688_1966-9-2_2002.jpg,Salma Hayek,dame,2002,17014
17014\nm0000161_rm2386533120_1966-9-2_2002.jpg,Salma Hayek,dame,2002,17014
17014\nm0000161_rm2410321920_1966-9-2_1999.jpg,Salma Hayek,dame,1999,17014
17014\nm0000161_rm2464061440_1966-9-2_2003.jpg,Salma Hayek,dame,2003,17014
17014\nm0000161_rm2478873344_1966-9-2_2004.jpg,Salma Hayek,dame,2004,17014
17014\nm0000161_rm2495650560_1966-9-2_2004.jpg,Salma Hayek,dame,2004,17014
17014\nm0000161_rm2503514624_1966-9-2_2001.jpg,Salma Hayek,dame,2001,17014
17014\nm0000161_rm2773206272_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm2781255936_1966-9-2_2004.jpg,Salma Hayek,dame,2004,17014
17014\nm0000161_rm2808738816_1966-9-2_2015.jpg,Salma Hayek,dame,2015,17014
17014\nm0000161_rm2819460864_1966-9-2_2010.jpg,Salma Hayek,dame,2010,17014
17014\nm0000161_rm2836238080_1966-9-2_2010.jpg,Salma Hayek,dame,2010,17014
17014\nm0000161_rm2852494080_1966-9-2_2002.jpg,Salma Hayek,dame,2002,17014
17014\nm0000161_rm2869271296_1966-9-2_2002.jpg,Salma Hayek,dame,2002,17014
17014\nm0000161_rm2886048512_1966-9-2_2002.jpg,Salma Hayek,dame,2002,17014
17014\nm0000161_rm3035922944_1966-9-2_2010.jpg,Salma Hayek,dame,2010,17014
17014\nm0000161_rm3052902400_1966-9-2_2006.jpg,Salma Hayek,dame,2006,17014
17014\nm0000161_rm3087597312_1966-9-2_2015.jpg,Salma Hayek,dame,2015,17014
17014\nm0000161_rm3103031808_1966-9-2_2010.jpg,Salma Hayek,dame,2010,17014
17014\nm0000161_rm3215956736_1966-9-2_2003.jpg,Salma Hayek,dame,2003,17014
17014\nm0000161_rm339214080_1966-9-2_2015.jpg,Salma Hayek,dame,2015,17014
17014\nm0000161_rm3409743360_1966-9-2_1995.jpg,Salma Hayek,dame,1995,17014
17014\nm0000161_rm3537082112_1966-9-2_2008.jpg,Salma Hayek,dame,2008,17014
17014\nm0000161_rm3570636544_1966-9-2_2008.jpg,Salma Hayek,dame,2008,17014
17014\nm0000161_rm3627784960_1966-9-2_1999.jpg,Salma Hayek,dame,1999,17014
17014\nm0000161_rm3644562176_1966-9-2_1999.jpg,Salma Hayek,dame,1999,17014
17014\nm0000161_rm3662267648_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm3766011136_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm39503104_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm4001283328_1966-9-2_2011.jpg,Salma Hayek,dame,2011,17014
17014\nm0000161_rm4011694848_1966-9-2_1999.jpg,Salma Hayek,dame,1999,17014
17014\nm0000161_rm4050360832_1966-9-2_2003.jpg,Salma Hayek,dame,2003,17014
17014\nm0000161_rm4051343872_1966-9-2_2006.jpg,Salma Hayek,dame,2006,17014
17014\nm0000161_rm4067138048_1966-9-2_2003.jpg,Salma Hayek,dame,2003,17014
17014\nm0000161_rm407618816_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm41200128_1966-9-2_2012.jpg,Salma Hayek,dame,2012,17014
17014\nm0000161_rm4224751616_1966-9-2_2006.jpg,Salma Hayek,dame,2006,17014
17014\nm0000161_rm4274493440_1966-9-2_2005.jpg,Salma Hayek,dame,2005,17014
17014\nm0000161_rm427541248_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm431002624_1966-9-2_2008.jpg,Salma Hayek,dame,2008,17014
17014\nm0000161_rm444318464_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm480358400_1966-9-2_1998.jpg,Salma Hayek,dame,1998,17014
17014\nm0000161_rm511427328_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm600616960_1966-9-2_2009.jpg,Salma Hayek,dame,2009,17014
17014\nm0000161_rm615750400_1966-9-2_2005.jpg,Salma Hayek,dame,2005,17014
17014\nm0000161_rm62363648_1966-9-2_1999.jpg,Salma Hayek,dame,1999,17014
17014\nm0000161_rm626957056_1966-9-2_2002.jpg,Salma Hayek,dame,2002,17014
17014\nm0000161_rm666082048_1966-9-2_2005.jpg,Salma Hayek,dame,2005,17014
17014\nm0000161_rm827372800_1966-9-2_2012.jpg,Salma Hayek,dame,2012,17014
17014\nm0000161_rm869052416_1966-9-2_2009.jpg,Salma Hayek,dame,2009,17014
17014\nm0000161_rm911918336_1966-9-2_2014.jpg,Salma Hayek,dame,2014,17014
17014\nm0000161_rm91265792_1966-9-2_2000.jpg,Salma Hayek,dame,2000,17014
17014\nm0000161_rm914334208_1966-9-2_2011.jpg,Salma Hayek,dame,2011,17014
17014\nm0000161_rm979076352_1966-9-2_1996.jpg,Salma Hayek,dame,1996,17014
1226\nm0000162_rm1008373248_1969-5-25_1997.jpg,Anne Heche,dame,1997,1226
1226\nm0000162_rm1037628160_1969-5-25_2015.jpg,Anne Heche,dame,2015,1226
1226\nm0000162_rm112310784_1969-5-25_2011.jpg,Anne Heche,dame,2011,1226
1226\nm0000162_rm1480301312_1969-5-25_2003.jpg,Anne Heche,dame,2003,1226
1226\nm0000162_rm1496354304_1969-5-25_1996.jpg,Anne Heche,dame,1996,1226
1226\nm0000162_rm1677691136_1969-5-25_2009.jpg,Anne Heche,dame,2009,1226
1226\nm0000162_rm1761577216_1969-5-25_2009.jpg,Anne Heche,dame,2009,1226
1226\nm0000162_rm1845463296_1969-5-25_2009.jpg,Anne Heche,dame,2009,1226
1226\nm0000162_rm1972479744_1969-5-25_2013.jpg,Anne Heche,dame,2013,1226
1226\nm0000162_rm2507245824_1969-5-25_2009.jpg,Anne Heche,dame,2009,1226
1226\nm0000162_rm2623046912_1969-5-25_2011.jpg,Anne Heche,dame,2011,1226
1226\nm0000162_rm2685647616_1969-5-25_1992.jpg,Anne Heche,dame,1992,1226
1226\nm0000162_rm2805701376_1969-5-25_2003.jpg,Anne Heche,dame,2003,1226
1226\nm0000162_rm2977405440_1969-5-25_1998.jpg,Anne Heche,dame,1998,1226
1226\nm0000162_rm3044514304_1969-5-25_1998.jpg,Anne Heche,dame,1998,1226
1226\nm0000162_rm3061291520_1969-5-25_1998.jpg,Anne Heche,dame,1998,1226
1226\nm0000162_rm402492928_1969-5-25_2009.jpg,Anne Heche,dame,2009,1226
1226\nm0000162_rm4206789376_1969-5-25_2009.jpg,Anne Heche,dame,2009,1226
1226\nm0000162_rm4223566592_1969-5-25_2009.jpg,Anne Heche,dame,2009,1226
1316\nm0000164_rm137468672_1937-12-31_2001.jpg,Anthony Hopkins,mann,2001,1316
1316\nm0000164_rm1405729024_1937-12-31_2011.jpg,Anthony Hopkins,mann,2011,1316
1316\nm0000164_rm1704041216_1937-12-31_2005.jpg,Anthony Hopkins,mann,2005,1316
1316\nm0000164_rm1720818432_1937-12-31_2005.jpg,Anthony Hopkins,mann,2005,1316
1316\nm0000164_rm1737595648_1937-12-31_2005.jpg,Anthony Hopkins,mann,2005,1316
1316\nm0000164_rm1742576384_1937-12-31_2007.jpg,Anthony Hopkins,mann,2007,1316
